ACM Instruments v4 analysis (03/mar./2023 14:08)

File name,C:\Data\ELL\MnO2_sintetizado\MnO2_600mV_sint,
Test type,Cyclic sweep,
Instrument serial number,901,
Physical channel,3,
Sequence number,1,
ZRA Number,n/a,
Time and Date,13:53:57 03/mar./2023,
Data points,985,
Area (cm²),1,
Rest Potential (mV),Not recorded,
Metal,Mild Steel,
Metal factor,1159,
LPR (Ohm.cm²),95.053,
Ba (mV),120,
Bc (mV),120,
Icorr (mA/cm²),0.2744451,
Corrosion Rate (mm/year),3.1808,
Corrosion rate (mils/yr),125.22,
Intercept (mA/cm²),0,
Intercept corrosion rate (mm/year),0,
Intercept corrosion rate (mils/yr),0,
IR Compensation value (Ohm.cm²),N/A,
,
Current (mA/cm²),Potential (mV),Time (Sec),
1.9848,-34.483,699.59,
1.9804,-13.895,700.4,
2.0049,5.9782,701.28,
1.9732,26.112,702.11,
2.0134,46.921,702.97,
2.0409,66.581,703.84,
2.091,86.792,704.67,
2.2041,107.27,705.48,
2.3124,126.77,706.04,
2.4513,150.01,706.92,
2.5456,170.6,707.73,
2.5965,189.53,708.51,
2.6929,207.8,709.36,
2.807,228.31,710.23,
2.9428,249.24,711.11,
3.047,270.14,711.93,
3.1849,289.69,712.75,
3.2749,308.07,713.61,
3.4948,329.18,714.17,
3.7687,353.26,715.07,
4.073,374.26,715.93,
4.6893,394.85,716.81,
5.1884,415.69,717.68,
5.5996,436.18,718.56,
6.9076,457.43,719.43,
9.8983,477.97,720.31,
,,720.54,
14.961,497.74,721.18,
11.383,485.48,722,
6.8333,466.15,722.53,
3.3807,441.74,723.43,
2.0952,421.48,724.23,
1.477,402.06,725.11,
1.0303,381.28,726,
0.7926603,361.27,726.81,
0.5267609,341.65,727.62,
0.2749416,319.39,728.84,
0.0420765,292.89,729.62,
-0.0786738,273.81,730.43,
-0.2335263,254.75,730.96,
-0.3423901,229.41,731.92,
-0.2413602,208.8,732.79,
-0.2891545,188.06,733.68,
-0.3357576,167.35,734.54,
-0.376228,146.42,735.43,
-0.454131,125.13,736.28,
-0.4446815,105.19,737.12,
-0.5238586,85.745,737.98,
-0.5369253,65.069,738.87,
-0.6338759,43.726,739.42,
-0.6974323,20.009,740.31,
-0.7124707,0.0027103,741.12,
-0.7826758,-19.611,741.98,
-0.8337658,-41.463,742.93,
-0.8403222,-63,743.81,
-0.9074614,-83.233,744.67,
-0.9498321,-103.79,745.48,
-0.9599828,-123.4,746.31,
-1.0023,-142.46,747.17,
-1.1288,-163.37,747.71,
-1.249,-189.66,748.67,
-1.2789,-209.94,749.56,
-1.3776,-229.97,750.37,
-1.4706,-249.37,751.18,
-1.5819,-269.06,752.04,
-1.6703,-289.44,752.92,
-1.7332,-310.2,753.75,
-1.6995,-329.98,754.56,
-1.7813,-349.59,755.35,
-1.8862,-368.7,755.85,
-1.8047,-385.19,756.45,
-1.9339,-403.95,757.31,
-2.0386,-424.35,758.12,
-2.1119,-445.37,759.21,
-2.2328,-470.39,760.04,
-2.1715,-489.72,760.87,
-2.2034,-508.56,761.74,
-2.2999,-529.35,762.6,
-2.3782,-550.11,763.43,
-2.4471,-570.59,763.96,
-2.5028,-592.92,764.84,
-2.5919,-613.98,765.65,
-2.581,-633.24,766.53,
-2.6787,-654.01,767.42,
-2.7813,-674.6,768.21,
-2.7718,-694.11,769.09,
-2.8466,-714.32,769.92,
-2.8785,-734.47,770.79,
-3.0574,-754.6,771.65,
-3.1987,-775.55,772.2,
-3.2616,-798.83,773.03,
-3.32,-819,773.85,
-3.3887,-838.37,774.71,
-3.5286,-858.77,775.6,
-3.6258,-879.59,776.48,
-3.708,-900.09,777.34,
-3.8277,-920.95,778.23,
-3.8778,-941.48,779.04,
-4.0327,-961.69,779.84,
-4.143,-980.4,780.34,
-4.0691,-996.76,780.93,
-4.4249,-1015.7,781.78,
-4.5007,-1036.1,782.59,
-4.6058,-1055.7,783.42,
-4.6603,-1074.9,784.21,
-4.7547,-1094.1,785.09,
-4.85,-1114.3,785.98,
-4.9764,-1135.1,786.79,
-5.0186,-1154.5,787.67,
-5.2125,-1175.4,788.15,
-5.1149,-1192.7,788.81,
-5.4188,-1212.6,789.65,
-5.5467,-1233.3,790.54,
-5.6717,-1254.1,791.42,
-5.6714,-1274,792.2,
-5.7072,-1293.5,793.01,
-5.9956,-1314,793.96,
-6.0676,-1335.1,794.79,
-6.2412,-1355.3,795.6,
-6.4611,-1374.8,796.13,
-6.878,-1398,796.96,
-7.1265,-1417.2,797.85,
-7.7197,-1437.6,798.71,
-8.4955,-1458.3,799.52,
-9.5882,-1477.9,800.35,
,,800.57,
,
