ACM Instruments v4 analysis (01/mar./2023 15:26)

File name,C:\Data\ELL\MnO2_sintetizado\MnO2_600mV_sint,
Test type,Cyclic sweep,
Instrument serial number,901,
Physical channel,3,
Sequence number,1,
ZRA Number,n/a,
Time and Date,15:11:36 01/mar./2023,
Data points,990,
Area (cm²),1,
Rest Potential (mV),Not recorded,
Metal,Mild Steel,
Metal factor,1159,
LPR (Ohm.cm²),100.88,
Ba (mV),120,
Bc (mV),120,
Icorr (mA/cm²),0.2585857,
Corrosion Rate (mm/year),2.997,
Corrosion rate (mils/yr),117.99,
Intercept (mA/cm²),0,
Intercept corrosion rate (mm/year),0,
Intercept corrosion rate (mils/yr),0,
IR Compensation value (Ohm.cm²),N/A,
,
Current (mA/cm²),Potential (mV),Time (Sec),
1.9849,-109.72,697.64,
1.9385,-89.486,698.45,
1.8918,-69.776,699.32,
1.913,-49.515,700.14,
1.8791,-29.574,701.01,
1.8407,-9.757,701.82,
1.8152,10.286,702.7,
1.8942,30.596,703.51,
1.9032,50.616,704.12,
1.929,75.352,704.95,
1.9714,94.894,705.76,
2.0283,114.32,706.64,
2.1031,134.48,707.45,
2.1917,154.2,708.32,
2.2671,174.39,709.14,
2.3299,194.48,709.95,
2.374,213.75,710.82,
2.4546,233.62,711.64,
2.5872,254.18,712.18,
2.7312,277.24,713.07,
2.8219,297.26,713.89,
2.9648,316.93,714.7,
3.146,336.67,715.57,
3.3365,356.59,716.39,
3.6174,376.01,717.2,
4.2246,395.94,718.07,
5.1203,415.91,718.89,
5.7071,435.34,719.76,
6.7845,455.96,720.24,
8.6143,473.29,720.9,
11.853,492.87,721.7,
,,721.92,
14.109,504.33,722.51,
9.2481,481,723.39,
5.8237,460.98,724.18,
3.4342,441.16,725.06,
2.0106,420.6,725.93,
1.3315,400.23,726.81,
0.8894909,379.28,727.67,
0.6025686,358.39,728.23,
0.2305128,331.23,729.23,
-0.0017822,308.18,730.34,
-0.1898664,283.16,731.24,
-0.4958576,261.12,732.17,
-0.5299789,240.7,732.99,
-0.2955823,221.84,733.81,
-0.1886375,201.94,734.68,
-0.2401636,181.82,735.49,
-0.2808857,162.43,736.31,
-0.3391693,142.05,736.85,
-0.4232701,118.86,737.68,
-0.454891,99.2,738.56,
-0.4996759,79.284,739.37,
-0.5590947,59.602,740.18,
-0.5839418,39.836,741.06,
-0.6231924,19.896,741.87,
-0.6541304,0.5519783,742.68,
-0.6799891,-19.445,743.56,
-0.785011,-40.488,744.43,
-0.7872801,-61.181,745.04,
-0.8891926,-86.201,745.87,
-0.905757,-105.81,746.74,
-0.9245704,-125.48,747.56,
-1.0168,-145.28,748.37,
-1.0175,-164.79,749.24,
-1.1422,-186.67,750.23,
-1.1728,-208.34,751.12,
-1.2713,-229.53,751.99,
-1.3673,-250.09,752.81,
-1.4708,-269.65,753.35,
-1.6764,-293.59,754.18,
-1.7371,-313.17,755.06,
-1.8215,-333.61,755.88,
-1.8565,-353.15,756.7,
-1.8542,-372.95,757.57,
-1.8409,-392.85,758.38,
-1.8308,-412.86,759.26,
-1.8748,-432.94,760.07,
-1.9115,-453.15,760.95,
-2.0137,-473.17,761.43,
-1.9373,-490.48,762.09,
-2.1097,-510.4,762.95,
-2.1262,-530.41,763.76,
-2.1875,-550.19,764.57,
-2.2053,-569.95,765.45,
-2.3696,-591.05,766.54,
-2.4058,-616.88,767.45,
-2.4167,-637.76,768.32,
-2.4734,-658.43,769.13,
-2.5275,-678.77,769.68,
-2.6465,-701.71,770.51,
-2.6618,-721.32,771.38,
-2.8551,-741.88,772.21,
-2.9721,-762.79,773.09,
-2.9457,-782.46,773.96,
-3.0766,-802.71,774.82,
-3.2128,-823.84,775.67,
-3.2433,-843.69,776.49,
-3.3457,-862.73,777.31,
-3.4838,-882.3,777.79,
-3.447,-899.47,778.45,
-3.6349,-918.49,779.24,
-3.8081,-937.85,780.05,
-3.9631,-957.43,780.91,
-4.1784,-978.83,781.82,
-4.2548,-999.32,782.63,
-4.3614,-1019.5,783.46,
-4.3566,-1038.5,784.26,
-4.5835,-1058,785.13,
-4.7396,-1078.4,785.69,
-4.7921,-1102.3,786.57,
-4.8214,-1123,787.4,
-4.7678,-1142.7,788.26,
-4.7828,-1162.8,789.07,
-4.8413,-1182.3,789.9,
-4.911,-1201.4,790.71,
-4.9028,-1221.1,791.52,
-4.9885,-1240.5,792.4,
-5.1511,-1260.3,793.21,
-5.2944,-1280,793.74,
-5.4754,-1304.2,794.65,
-5.5439,-1324.1,795.46,
-5.6956,-1343.9,796.27,
-5.8209,-1363.3,797.07,
-6.0135,-1382.3,797.94,
-6.3339,-1402.9,798.82,
-6.6646,-1423.5,799.63,
-7.1476,-1443.2,800.46,
-7.7472,-1462,801.27,
-8.7125,-1482.7,801.82,
,,802.05,
,
